% Model:              AluminaWithRodsOriginalParts.mph
% Version:            COMSOL 5.5.0.292
% Date:               Mar 9 2026, 17:19
% Dimension:          1
% Nodes:              1000
% Expressions:        5
% Description:        Electric field norm, Electric potential, Electric field, x component, Electric field, y component, Electric field, z component
% cln2x                   es.normE (V/m)           V (V)                    es.Ex (V/m)              es.Ey (V/m)              es.Ez (V/m)
22.8975                   3.108108800019071        -0.9120770042584427      -0.657629106371985       3.008186182463362        -0.422705763912532
23.1125                   3.0171740218734455       -0.9119801627389718      -0.4515091623627896      2.94463161683953         -0.4781455800061849
23.3275                   2.9403289303165483       -0.9118714016590403      -0.2453892183533668      2.8810770512156108       -0.5335853960999515
23.5425                   2.8787020917980546       -0.9117507210186486      -0.03926927434397065     2.817522485591782        -0.5890252121935848
23.7575                   2.8332867173770784       -0.9116181208177969      0.16685066966561024      2.7539679199678986       -0.6444650282871862
23.9725                   2.804870386860232        -0.9114736010564853      0.37297061367483764      2.690413354344045        -0.6999048443807965
24.1875                   2.793971819110412        -0.9113171617347132      0.5790905576843883       2.6268587887202415       -0.7553446604743783
24.4025                   2.8007955190549243       -0.9111488028524812      0.7852105016935909       2.5633042230965515       -0.8107844765679886
24.6175                   2.825213076532168        -0.9109685244097889      0.9913304457030847       2.4997496574723925       -0.8662242926616273
24.8325                   4.093098058852601        -0.9107269085114722      1.021840544347441        3.7554112204771712       -1.2673516427672382
25.047500000000003        4.046287522524806        -0.9104688425476529      0.6140839191989755       3.8355000916504736       -1.1332619741570653
25.2625                   4.0463258858165565       -0.9102396058625847      0.20632729405045325      3.9155889628237475       -0.9991723055468498
25.4775                   4.093211831465772        -0.9100391984562677      -0.20142933109822536     3.9956778339970356       -0.8650826369367621
25.6925                   4.185371248050226        -0.9098676203287017      -0.6091859562464137      4.075766705170324        -0.7309929683264329
25.9075                   4.319907560873728        -0.9097248714798873      -1.0169425813950213      4.1558555763437255       -0.596903299716459
26.1225                   4.493015651955028        -0.9096109519098241      -1.424699206543579       4.2359444475169          -0.4628136311062079
26.3375                   4.70043587624222         -0.9095258616185117      -1.8324558316919912      4.316033318690192        -0.32872396249605984
26.5525                   4.93784615681264         -0.909469600605951       -2.240212456840357       4.39612218986349         -0.19463429388593312
26.7675                   5.201141352988505        -0.909442168872141       -2.6479690819887933      4.476211061036861        -0.06054462527576643
26.9825                   5.486596170934753        -0.9094435664170819      -3.0557257071371864      4.556299932210102        0.07354504333434875
27.1975                   5.7909345684267315       -0.9094737932407743      -3.4634823322857073      4.636388803383529        0.20763471194456606
27.4125                   6.1113360464316555       -0.9095328493432182      -3.871238957434347       4.716477674556732        0.3417243805546377
27.6275                   6.445405559991022        -0.909620734724413       -4.278995582582837       4.796566545730087        0.4758140491648746
27.8425                   6.791126331974768        -0.9097374493843593      -4.686752207731047       4.876655416903411        0.6099037177750688
28.0575                   7.146807703069539        -0.9098829933230561      -5.094508832879569       4.95674428807672         0.7439933863852275
28.2725                   7.511034768671937        -0.9100573665405045      -5.502265458028077       5.036833159249952        0.8780830549953222
28.4875                   7.882623022286087        -0.9102605690367044      -5.910022083176358       5.116922030423325        1.0121727236054454
28.7025                   7.876169684989381        -0.9104559127287136      -5.953173758690326       5.129478005034329        0.5312499425464967
28.9175                   7.718856250959789        -0.9105855109603533      -5.469846527938415       5.404333452017298        0.6743150029384353
29.1325                   7.601754496145821        -0.9107458681799776      -4.986519297186703       5.67918889900028         0.8173800633302815
29.347500000000004        7.526741505911937        -0.9109369843875854      -4.503192066434707       5.954044345983249        0.9604451237222875
29.562500000000004        7.495081097254232        -0.9111588595831778      -4.0198648356829665      6.228899792966146        1.1035101841141106
29.777500000000003        7.507321778935128        -0.9114114937667543      -3.536537604931226       6.503755239949115        1.2465752445060954
29.992500000000003        7.563250399860126        -0.9116948869383156      -3.053210374179372       6.77861068693214         1.3896403048980694
30.207500000000003        7.661910310748017        -0.9120090390978608      -2.569883143427262       7.053466133915052        1.5327053652899671
