% Model:              AluminaWithRodsOriginalRotated.mph
% Version:            COMSOL 5.5.0.292
% Date:               Mar 9 2026, 17:50
% Dimension:          3
% Nodes:              527
% Expressions:        4
% Description:        Electric potential, Electric field, x component, Electric field, y component, Electric field, z component
% Length unit:        mm
% X                       Y                        Z                        V (V)                    es.Ex (V/m)              es.Ey (V/m)              es.Ez (V/m)
0                         0                        201.09573290339338       0.9989709963964453       -0.00672032141746115     0.0027225741477074905    -0.23289208901376668
0                         0                        199.14395875183146       0.9983881295264162       0.03005845756308645      -0.03586571885455214     -0.419415747092863
0                         0                        196.4759897370597        0.9971979783228389       0.04585783535418031      -0.008226157283544921    -0.7617197256584873
0                         0                        193.80802072228798       0.9943236402744215       -0.0700091323329417      -0.206034219411805       -1.3929814965094636
0                         0                        191.14005170751622       0.9897651153811639       -0.1221053526174174      -0.05418248259292113     -2.4409203354862257
0                         0                        182.96397557991494       0.9362144336366842       -0.2080449828181159      -0.6340548408341391      -14.489158583650067
0                         0                        185.68933428911538       0.9645062911751943       -1.0657719710878268      -0.1638375064831763      -8.465323230828439
0                         0                        188.4146929983158        0.9823565184233536       0.07907885771368228      0.06405370817697076      -4.6340366353794025
0                         0                        181.7953351020873        0.9167471258462284       -0.1563627928539404      0.6585663188748754       -18.648172345550172
0                         0                        182.04724190422863       0.9213366655899569       -0.1724707715520566      0.6721399997151138       -17.790222368014582
0                         0                        181.53778411670288       0.9118313122891892       -0.13989390137927415     0.6446885083279597       -19.525345412122782
0                         0                        182.17375211105073       0.9235600554880417       -0.18056036539887543     0.6789568429118162       -17.35935099741892
0                         0                        181.19185815366023       0.9048732098582601       -0.11777394274221109     0.6260487233887346       -20.703508009156998
0                         0                        181.38352864218646       0.9087789005118595       -0.13003015861236378     0.6363766463172738       -20.05071225323666
0                         0                        181.13050822854234       0.9035966417512707       -0.11385097091879715     0.6227429599236984       -20.91245499442801
0                         0                        180.59330517332214       0.8918709687081366       -0.4802905513421365      0.7180052288666161       -24.020234908428392
0                         0                        179.57188372682987       0.8641659343741929       0.20824136283223993      -0.049947396719588255    -30.2099211735923
0                         0                        180.05628119614028       0.8782808386304208       0.4998125605057595       0.564290418460871        -26.592514820299584
0                         0                        179.34241509199873       0.8571173021959142       -0.047759629846012785    0.42516147953280736      -28.44682768550733
0                         0                        180.10564376588349       0.8795876778366265       0.4097227129945935       0.5784196908426793       -26.356074080325328
0                         0                        180.35043722036167       0.8858959582946567       -0.03704100089598228     0.6484880323741891       -25.183543034660914
0                         0                        176.74096270535384       0.7532348784451961       2.252551536473277        -0.3694848166785647      -51.41811566999785
0                         0                        177.48264918323065       0.7889422642186191       1.596721856204482        -0.14292736914628534     -44.86889194982664
