% Model:              ElectrodesShort.mph
% Version:            COMSOL 5.5.0.292
% Date:               Mar 10 2026, 11:19
% Dimension:          1
% Nodes:              1000
% Expressions:        5
% Description:        Electric potential, Electric field, x component, Electric field, y component, Electric field, z component, Electric field norm
% cln1x                   V (V) @ TL=-0.15         es.Ex (V/m) @ TL=-0.15   es.Ey (V/m) @ TL=-0.15   es.Ez (V/m) @ TL=-0.15   es.normE (V/m) @ TL=-0.15
5.040000000000001         -3.06688632163247E-4     0.009088650490329586     0.002174641197438279     7.6807658492666775       7.680771534415884
5.120000000000001         -9.233179073342905E-4    0.027265951470988314     0.006523923592314629     7.734966030009395        7.735016837673204
5.200000000000001         -0.001544283196964751    0.04544325245164704      0.010873205987191104     7.789166210752111        7.789306360294491
5.28                      -0.002169584501054629    0.06362055343230599      0.015222488382067412     7.843366391494827        7.843639184090645
5.36                      -0.0027992218196039105   0.0817978544129645       0.019571770776944053     7.897566572237546        7.898014415416181
5.44                      -0.0034331951526126382   0.099975155393623        0.023921053171820028     7.951766752980262        7.952431184378969
5.5200000000000005        -0.004071504500080753    0.11815245637428173      0.02827033556669667      8.005966933722977        8.006888644079298
5.6000000000000005        -0.004714149862008314    0.1363297573549409       0.03261961796157298      8.060167114465692        8.061385969877055
5.680000000000001         -0.005361131238395265    0.15450705833559875      0.036968900356449286     8.114367295208408        8.11592235868585
5.760000000000001         -0.0060124486292416615   0.17268435931625792      0.04131818275132648      8.168567475951132        8.170497028293015
5.84                      -0.006668102034547446    0.19086166029691753      0.04566746514620301      8.222767656693842        8.225109216704329
5.92                      -0.007328091454312663    0.20903896127757626      0.050016747541078876     8.27696783743656         8.27975818151266
6                         -0.007992416888537298    0.2272162622582341       0.05436602993595541      8.331168018179278        8.33444319928925
6.08                      -0.008661078337221345    0.24539356323889283      0.05871531233083083      8.385368198921993        8.389163564997016
6.16                      -0.009334075800364819    0.26357086421955156      0.06306459472570758      8.439568379664712        8.443918591424826
6.24                      -0.010011409277967703    0.2817481652002112       0.06741387712058433      8.493768560407426        8.498707608641903
6.32                      -0.010693078770030008    0.299925466180869        0.07176315951546064      8.547968741150145        8.553529963471657
6.4                       -0.011379084276551724    0.31810276716152863      0.07611244191033739      8.602168921892861        8.608385018984036
6.48                      -0.012069425797532864    0.33628006814218825      0.0804617243052137       8.656369102635576        8.663272154005767
6.56                      -0.012764103332973405    0.3544573691228443       0.08481100670009001      8.710569283378295        8.718190762647742
6.640000000000001         -0.01346311688287339     0.3726346701035048       0.0891602890949672       8.76476946412101         8.773140253848831
6.72                      -0.014166466447232767    0.39081197108416355      0.09350957148984307      8.818969644863726        8.828120050935574
6.8                       -0.014874152026051591    0.4089892720648223       0.09785885388471849      8.873169825606444        8.883129591197036
6.880000000000001         -0.01558617361932981     0.427166573045481        0.10220813627959524      8.927370006349161        8.938168325474285
6.960000000000001         -0.01630253122706746     0.44534387402613795      0.10655741867447155      8.98157018709188         8.993235717763927
7.040000000000001         -0.01702322484926452     0.46352117500679846      0.1109067010693483       9.035770367834594        9.04833124483512
7.119999999999999         -0.01774825448592097     0.4816984759874572       0.11525598346422505      9.089970548577309        9.103454395859618
7.199999999999999         -0.01847762013703687     0.4998757769681159       0.11960526585910003      9.144170729320024        9.158604672054242
7.279999999999999         -0.01921132180261218     0.5180530779487746       0.12395454825397945      9.198370910062742        9.213781586335413
7.359999999999999         -0.01994935948264691     0.5362303789294334       0.12830383064885265      9.252571090805462        9.268984662985204
7.4399999999999995        -0.02069173317714106     0.5544076799100921       0.1326531130437285       9.306771271548177        9.324213437328531
7.5200000000000005        -0.021438442886094623    0.5725849808907508       0.13700239543860704      9.360971452290896        9.379467455421054
7.6000000000000005        -0.022189488609507615    0.5907622818714096       0.1413516778334838       9.41517163303361         9.434746273747324
7.680000000000001         -0.022944870347379995    0.6089395828520683       0.14570096022836054      9.469371813776327        9.49004945892892
7.760000000000001         -0.02370458809971183     0.627116883832727        0.1500502426232364       9.523571994519047        9.545376587442052
7.84                      -0.024468641866503042    0.6452941848133857       0.15439952501811405      9.57777217526176         9.600727245344395
7.92                      -0.02523703164775369     0.6634714857940445       0.15874880741298814      9.631972356004475        9.656101028010799
8                         -0.026009757443463764    0.6816487867747014       0.16309808980786222      9.686172536747193        9.71149753987746
8.08                      -0.026786819253633243    0.6998260877553619       0.16744737220274253      9.740372717489912        9.76691639419435
