% Model:              ElectrodesShort.mph
% Version:            COMSOL 5.5.0.292
% Date:               Mar 13 2026, 15:12
% Dimension:          3
% Nodes:              101
% Expressions:        5
% Description:        Electric potential, Electric field, x component, Electric field, y component, Electric field, z component, Electric field norm
% Length unit:        mm
% x                       y                        z                        V (V) @ SL=0.181         es.Ex (V/m) @ SL=0.181   es.Ey (V/m) @ SL=0.181   es.Ez (V/m) @ SL=0.181   es.normE (V/m) @ SL=0.181
-7.62                     -7.62                    69.40000000000003        -0.016658314341229462    0.4224846493079575       0.4856246456670128       -27.494948316608248      27.502481842705375
-7.62                     -7.62                    69.65000000000003        -0.009704702558110815    0.3048072339801884       0.415193091286282        -28.0587266168757        28.063453674013598
-7.62                     -7.62                    74.15000000000003        0.12809262161309132      -1.4564229698609665      -1.3199466787328333      -30.332297780760427      30.395916103361
-7.62                     -7.62                    74.40000000000003        0.13562546335130338      -1.5729415913237403      -1.4379277882574186      -29.919784250373453      29.995587528215783
-7.62                     -7.62                    69.90000000000003        -0.0026144748318702696   0.2148584848546713       0.33037341205943294      -28.606183277677992      28.60889778506005
-7.62                     -7.62                    73.90000000000003        0.1204721772030855       -1.3829115287749119      -1.2318145547064887      -30.633838986581793      30.689768693319017
-7.62                     -7.62                    54.900000000000006       -0.17852471976827652     3.0167736084886148       0.9766760170935029       -1.7622523107192212      3.6277199800803643
-7.62                     -7.62                    55.58910475928656        -0.17716218043837978     3.204697592745242        2.072849243804722        -1.6196233017325916      4.1460789051830815
-7.62                     -7.62                    59.304164270379125       -0.1654090815655079      1.6309869572524827       1.6329094354084077       -4.832061512688945       5.3549351201843045
-7.62                     -7.62                    61.86073534219244        -0.14869169052888925     1.4082740250513304       1.7899062144990303       -8.791065348060703       9.081290103295357
-7.62                     -7.62                    62.41880492386631        -0.1436355387890854      1.3671278865160232       2.0985290836856336       -9.446747135730188       9.773121017340916
-7.62                     -7.62                    61.16445252035934        -0.15414048835385336     2.087401984658835        1.6302634053773257       -7.28282789950226        7.749489533526619
-7.62                     -7.62                    61.759172693753115       -0.149576264553669       2.233314438947314        1.6294174894614102       -8.066319495779688       8.52691063317593
-7.62                     -7.62                    62.44446927101909        -0.14339228817076738     1.5553916139074744       1.9117337196415036       -9.666266569818589       9.975503911393172
-7.62                     -7.62                    63.592931276113724       -0.13086322695998562     1.6163627703480152       1.665499226507066        -12.152585347270794      12.372220774847317
