% Model:              ElectrodesShort.mph
% Version:            COMSOL 5.5.0.292
% Date:               Mar 13 2026, 15:13
% Dimension:          3
% Nodes:              117
% Expressions:        5
% Description:        Electric potential, Electric field, x component, Electric field, y component, Electric field, z component, Electric field norm
% Length unit:        mm
% x                       y                        z                        V (V) @ SL=0.185         es.Ex (V/m) @ SL=0.185   es.Ey (V/m) @ SL=0.185   es.Ez (V/m) @ SL=0.185   es.normE (V/m) @ SL=0.185
-7.62                     -7.62                    73.40000000000003        -0.01435604048796306     0.05925151949682217      -0.6503190311567195      -26.542652622811847      26.550684244292235
-7.62                     -7.62                    73.65000000000003        -0.0076407882010078145   -0.03306307995511304     -0.7396410293327429      -27.119824974157485      27.12992938893252
-7.62                     -7.62                    78.15000000000003        0.12719253051661317      -1.6455981130260398      -2.136428581912469       -29.908938950984293      30.030267221736686
-7.62                     -7.62                    78.40000000000003        0.1346221466496579       -1.723801720873008       -2.2143668347193852      -29.56595644509798       29.69883319871373
-7.62                     -7.62                    73.90000000000003        -7.808544747583659E-4    -0.1324896144115384      -0.8015189032107448      -27.699954511728137      27.711865076207683
-7.62                     -7.62                    77.90000000000003        0.11968012158175106      -1.5878819337869885      -2.06263444826763        -30.196600283526777      30.308587868554962
-7.62                     -7.62                    72.9101716559189         -0.02706023096161962     0.23105622845820228      -0.5298857333499019      -25.31825116269446       25.324849610775505
-7.62                     -7.62                    72.4566446289296         -0.03825582572902796     0.3998188650150496       -0.42221661424217416     -24.052758472367497      24.05978620279512
-7.62                     -7.62                    72.3520709289972         -0.040756032008057115    0.4310901365673274       -0.4016509643114681      -23.764355785723225      23.771658926406776
-7.62                     -7.62                    72.34481325881285        -0.04092843323027138     0.43326043918945345      -0.4002236579770866      -23.744339934880305      23.75166462645772
-7.62                     -7.62                    72.23675026861528        -0.0434782080649385      0.47054735702133854      -0.3793521656841783      -23.446162006243224      23.453951387853866
-7.62                     -7.62                    54.900000000000006       -0.1809719082031296      3.0113855599043156       0.8372776107245623       -1.2647003385493836      3.3717864306844505
-7.62                     -7.62                    58.97462292679877        -0.17333946512868995     2.579824345119035        1.7612242506033624       -2.6281002644895413      4.082194938117511
-7.62                     -7.62                    72.22564965889511        -0.0437384320773663      0.4707657476277234       -0.3764852107068464      -23.426009976637573      23.43376420741114
-7.62                     -7.62                    72.14807810693719        -0.045546784400063836    0.4969310330727481       -0.3626645144135807      -23.198100977806348      23.206256806692146
-7.62                     -7.62                    70.39405729710339        -0.08183747261739595     1.0698884888757902       0.01555163715044472      -18.216098360860236      18.247496889288186
-7.62                     -7.62                    70.56756966127165        -0.0786323820699975      1.0784101692005876       0.01136980460154291      -18.660883064741423      18.692021145971484
-7.62                     -7.62                    69.7109123313889         -0.09366242234102626     1.2168179180011243       0.353335888223558        -16.44553814535874       16.494278310551348
-7.62                     -7.62                    70.38892366203686        -0.08193103356368531     1.0813411855819517       0.020900112579848695     -18.218155222375145      18.25023055418469
-7.62                     -7.62                    71.10853843049136        -0.0681154194650275      0.8531036021652199       -0.11035211727802263     -20.19989140128766       20.218199127756904
-7.62                     -7.62                    71.0781322048081         -0.06872893282947148     0.8901567650344475       -0.11744151078210052     -20.133381676768643      20.153392501443392
-7.62                     -7.62                    68.62969978131729        -0.10983759978107337     1.5793096485572544       0.43468683757304305      -13.46263135836407       13.561917810693034
-7.62                     -7.62                    69.39600340480648        -0.09871821556261355     1.3553679009675692       0.4826829034041151       -15.664019855780046      15.729956229261523
-7.62                     -7.62                    68.55792829898911        -0.11079678951049064     1.6454222328623374       0.41493926601050646      -13.142645169097204      13.251743695064023
-7.62                     -7.62                    67.08942596464807        -0.12807119970155492     1.6669603736337066       0.7132234389157226       -10.278216384759773      10.436914132684434
-7.62                     -7.62                    67.53181625314484        -0.12331895973841486     1.746814508156083        0.6676986671030107       -11.264377979375624      11.418554799018928
-7.62                     -7.62                    64.06591337902412        -0.15205163944833455     2.4951789412058396       0.9406943563325569       -5.800687604839322       6.384261939301172
-7.62                     -7.62                    67.55616318251175        -0.12304416419685638     1.7444087371928418       0.6617013539341556       -11.30894430016442       11.461807523615738
-7.62                     -7.62                    63.052835652024186       -0.1579430007486774      3.7443400058970333       0.6782144518831732       -7.807997171879556       8.685901033202217
-7.62                     -7.62                    64.03230163262307        -0.15224894054809093     2.9749273924734325       0.945248051554211        -5.416859265154496       6.251883809536603
-7.62                     -7.62                    63.24107879162169        -0.15650593804321897     2.3114477368876614       0.6109409028258805       -5.081975707583545       5.6162724755462206
-7.62                     -7.62                    63.95313084428028        -0.15267690058715566     2.054339450109461        0.0015918167644400905    -5.672961215263182       6.033473465594837
-7.62                     -7.62                    78.85109446436522        0.14777222265454787      -1.897058512693031       -2.3803168027114943      -28.80053174550642       28.960928298412238
-7.62                     -7.62                    79.1442284856114         0.1561251493759664       -1.9814900762273826      -2.484313645574228       -28.18996486016482       28.368507821686734
-7.62                     -7.62                    79.24820531818146        0.15904473732233698      -2.000596058709988       -2.50413373454424        -27.998213520757446      28.18107575491989
-7.62                     -7.62                    79.2682430547417         0.15960534832618725      -2.0090117454040524      -2.5348648311786945      -27.938652729514445      28.125255274324587
-7.62                     -7.62                    79.37505982321952        0.16257855733077708      -2.0301668763732295      -2.568052679720772       -27.72293570988026       27.91554471053535
-7.62                     -7.62                    79.64277986835602        0.16991444136656297      -2.0950925579486466      -2.6395816156738334      -27.08566863342765       27.294509507445298
-7.62                     -7.62                    79.78814971494273        0.17382703082887793      -2.1360199151987587      -2.6640689286477652      -26.74199650913819       26.959121306701952
-7.62                     -7.62                    80.1779211462785         0.18407605431738341      -2.287726955097014       -2.788377836755977       -25.866828348880603      26.117074001733858
-7.62                     -7.62                    79.71487269937381        0.1718611164873402       -2.114728561637641       -2.652687859973099       -26.91505614985587       27.128012778708083
-7.62                     -7.62                    80.24304143720984        0.18575469251767218      -2.3090766070505993      -2.8108423187887013      -25.68816860464375       25.9444536573605
-7.62                     -7.62                    80.7082476773937         0.1974012797274789       -2.484422913298829       -2.9318206424854267      -24.37000245524341       24.671135951966168
-7.62                     -7.62                    80.81825047957497        0.20006569127103757      -2.5070894184117094      -2.9696941800387613      -24.072609745998292      24.384321209703582
-7.62                     -7.62                    81.32290401200943        0.21186976147457198      -2.611075241012265       -3.1434444312422993      -22.708278308391332      23.07303318893924
-7.62                     -7.62                    81.4996976289949         0.2158405677214106       -2.667235112201869       -3.1901981677217783      -22.201101468425115      22.58717365905716
-7.62                     -7.62                    83.45625256931689        0.25384892459655806      -3.2286183153267984      -3.909680712223377       -16.301456262371346      17.07182051720323
-7.62                     -7.62                    83.52107798149353        0.2549002829219302       -3.2025230620418768      -3.930405679663778       -16.135154321987642      16.91293728966083
-7.62                     -7.62                    82.3972473948513         0.2346234157012935       -2.8502818783492145      -3.394671617980803       -19.656262846504745      20.149852884595788
-7.62                     -7.62                    82.82328444328525        0.24274289302453256      -2.931318574235121       -3.4034401169679285      -18.479563742768818      19.017631538561748
-7.62                     -7.62                    83.56615483903788        0.2556178450264651       -2.9394195883514556      -3.9992861931362995      -15.858444835567902      16.617001840697533
-7.62                     -7.62                    83.65796369665742        0.2570625355867766       -3.0615247728799346      -4.002334608457366       -16.04971302258147       16.82215516395668
-7.62                     -7.62                    83.12863572347705        0.24824812649033567      -2.9441287654227324      -3.5509982849264503      -17.57879803875005       18.17392702456194
-7.62                     -7.62                    82.30618855037606        0.2328221090044684       -2.8456568214700084      -3.387589362691166       -19.91106826059221       20.39667040753857
