% Model:              ElectrodesShort.mph
% Version:            COMSOL 5.5.0.292
% Date:               Mar 13 2026, 15:11
% Dimension:          3
% Nodes:              100
% Expressions:        5
% Description:        Electric potential, Electric field, x component, Electric field, y component, Electric field, z component, Electric field norm
% Length unit:        mm
% x                       y                        z                        V (V) @ SL=0.175         es.Ex (V/m) @ SL=0.175   es.Ey (V/m) @ SL=0.175   es.Ez (V/m) @ SL=0.175   es.normE (V/m) @ SL=0.175
-7.62                     -7.62                    63.40000000000004        -6.088792505172206E-4    1.6409994604292493       -0.21855255726386957     -26.81102775994809       26.86208953142184
-7.62                     -7.62                    63.65000000000003        0.006153727319899993     1.5146555605066618       -0.26467371753393776     -27.34617735973245       27.389371110590886
-7.62                     -7.62                    68.15000000000003        0.14000991242785127      -1.0521789363201606      -1.7582610460995056      -29.352972759478213      29.42440436506637
-7.62                     -7.62                    68.40000000000003        0.14730833532228219      -1.1949628090170563      -1.8720812870204782      -28.952123154319736      29.03718408529042
-7.62                     -7.62                    63.90000000000004        0.013050185960196834     1.4031096162906067       -0.30168839973470085     -27.8374585754862        27.87442972381268
-7.62                     -7.62                    67.90000000000003        0.13262439103268303      -0.9021515454935037      -1.65851004053144        -29.69141615965009       29.751381926409913
-7.62                     -7.62                    62.92046984272426        -0.013168870673331255    1.9053996926143535       -0.0911629920674697      -25.624359981790313      25.695265773214228
-7.62                     -7.62                    62.43508927787067        -0.0253013579682726      2.1381521355612225       -0.031244333953278414    -24.374576535554972      24.468196747019103
-7.62                     -7.62                    62.52243561282088        -0.023162572106615306    2.096471635388382        -0.042720655940117425    -24.597961645382565      24.68717755192245
-7.62                     -7.62                    62.30027621564882        -0.028561562947833147    2.1930779837037875       -0.006162738930974854    -24.006404990364643      24.106370726083217
-7.62                     -7.62                    61.17475513935616        -0.0538335905499394      2.6974704010193378       0.11505659481299624      -20.88925265803407       21.063011683887204
-7.62                     -7.62                    61.71112552305981        -0.042228721275960425    2.4546737314651565       0.07199167308425203      -22.384632400569288      22.518933670082045
-7.62                     -7.62                    61.11208489075314        -0.05513725771737376     2.7260416616585275       0.12124617697615214      -20.714768276754302      20.89372222788835
-7.62                     -7.62                    61.0297784051018         -0.056832169473218154    2.8039331305683888       0.029761578932469668     -20.275802104651365      20.468783005818015
-7.62                     -7.62                    62.07647786111525        -0.03386522696068326     2.299309589061828        0.034111806562087565     -23.39853876943772       23.511265485859724
-7.62                     -7.62                    62.21467213157165        -0.030605479023722466    2.2338966712768324       0.011117307040175106     -23.761772237192133      23.86655060507597
-7.62                     -7.62                    56.291803532748546       -0.1248215276642175      3.2208316760077866       -0.4469600403607181      -8.995897599546693       9.565547740949512
