Cs Rydberg State (n), Distance (um), Rb-Cs Energy Shift (GHz), Na-Cs Energy Shift (GHz), Rb-Rb Energy Shift (GHz), Na-Na Energy Shift (GHz), Cs-Cs Energy Shift (GHz)
60, 11, 0.0012230697905927753, -0.0021174053678315583, 5.224491197704085e-05, 6.204801411044943e-05, 5.736568343738984e-05
60, 12, 0.0007289092585580755, -0.001281928660642109, 3.1000765986061785e-05, 3.6817216903977726e-05, 3.403918579729836e-05
60, 13, 0.00045206012994627976, -0.0008024676027426003, 1.9181726983427465e-05, 2.27800474804111e-05, 2.106147433287811e-05
60, 14, 0.00029022257530360567, -0.0005180805316062716, 1.230006119650735e-05, 1.460680909844275e-05, 1.3505112543168746e-05
61, 5, 0.07141348277577333, -0.09881587486849001, 0.007252083823105935, 0.008652835012403493, 0.007906480482333762
61, 6, 0.03727224382520664, -0.057674366393200956, 0.0024324648144890123, 0.002908226132341374, 0.0026572135363081297
61, 7, 0.01820342368081456, -0.03565915108307956, 0.0009651010655255259, 0.0011545860299929792, 0.001054910663982423
61, 8, 0.008955727114926508, -0.023496604888389578, 0.000433212225731576, 0.0005183848661352504, 0.0004736294651429717
61, 9, 0.004605428128910648, -0.016656444349961476, 0.0002137107837536938, 0.0002557509533481533, 0.0002336700449988529
61, 10, 0.00249665146436259, -4.707108747436488e-05, 0.00011358300515906043, 0.0001359314352571453, 0.00012419566630936764
61, 11, 0.0014235249662270058, -0.00010499282740365122, 6.412001757151372e-05, 7.673695359027691e-05, 7.011211971072199e-05
61, 12, 0.0008491071528574664, -0.00010048966329609292, 3.804629108368147e-05, 4.553239309985655e-05, 4.1601837560441755e-05
61, 13, 0.0005268607473008112, -7.962185823617729e-05, 2.3540304388464173e-05, 2.8171590137885704e-05, 2.57400186821365e-05
61, 14, 0.0003383403033479393, -5.882904400004917e-05, 1.5094142324325885e-05, 1.806310155660266e-05, 1.650433070204688e-05
62, 5, 0.157964861548367, -0.11756910024872076, 0.013086614812626803, 0.010641210392183294, 0.009615086252400375
62, 6, 0.05426721644663145, -0.0761064471283882, 0.004396839326205794, 0.003580609691308967, 0.0032346120308711797
62, 7, 0.020900429070626766, 0.04157260359484275, 0.001745378268634883, 0.0014220282806012069, 0.0012845237577576852
62, 8, 0.009190279937088127, 0.02592034637119646, 0.000783603518715905, 0.0006385417886140051, 0.0005767823791913597
62, 9, 0.004486818198668569, 0.016838970399171645, 0.00038659044650518566, 0.00031504731566714183, 0.00028457342971405756
62, 10, 0.0023723976909375884, 0.011247094982477255, 0.00020546855265977097, 0.00016745039148804042, 0.00015125293713166485
62, 11, 0.0013356845591619817, 0.00765511232943448, 0.00011598986036197318, 9.453037867153971e-05, 8.53866732831979e-05
62, 12, 0.0007913513610243625, 0.005278814541706922, 6.882115431420148e-05, 5.6089655113316084e-05, 5.0664558130526443e-05
62, 13, 0.0004891704191492957, 0.0036757186128330106, 4.25787060346006e-05, 3.4702768156256276e-05, 3.1346596759085636e-05
62, 14, 0.00031344267463660313, 0.0025807880760176705, 2.7298823955197127e-05, 2.224998536176647e-05, 2.009848498971242e-05
63, 5, -0.10397708292831716, -0.13532645783687644, 0.019045040294272293, 0.013030499882902592, 0.01164851706648761
63, 6, -0.05362295356606884, 0.06313630539835267, 0.006412024639692125, 0.004390994528314221, 0.003923479702213154
63, 7, -0.026587590639509197, 0.03326994793528193, 0.0025469572969366422, 0.0017446631794068208, 0.0015586743587291828
63, 8, -0.013789944031707496, 0.01825199367678182, 0.0011437437558857576, 0.0007835454240838741, 0.0006999779893975142
63, 9, -0.007362625012689618, 0.010283023720633206, 0.0005643175110937492, 0.0003866154554687752, 0.00034537440001800767
63, 10, -0.004082862802247479, 0.005939238976244284, 0.0002999395620077195, 0.00020549486983926165, 0.00018357289014075696
63, 11, -0.0023583456081562575, 0.0035256064125194692, 0.00016932173872043611, 0.00011600835031113488, 0.00010363262692225678
63, 12, -0.0014171639285648831, 0.00215551651324779, 0.0001004642482575986, 6.883326130399188e-05, 6.149042278745134e-05
63, 13, -0.0008831217314901982, 0.0013577148637683996, 6.21544978063691e-05, 4.258658711950162e-05, 3.804398069086978e-05
63, 14, -0.0005685774316948961, 0.0008799849501736881, 3.984810442683448e-05, 2.730402222963565e-05, 2.4391930638906467e-05
64, 5, -0.12173306818504624, -0.12172819142619619, 0.022855058033429763, 0.01929809677667985, 0.014058901630415049
64, 6, -0.0659090791300927, -0.06920723382715492, 0.007705112486990023, 0.0065286195500517084, 0.004742558199896084
